frame,index_tip_x,index_tip_y,nose_tip_x,nose_tip_y
1,0.7916666666666666,0.0625,0.18472222222222223,0.6625
2,0.7611111111111111,0.07916666666666666,,
3,0.7569444444444444,0.10694444444444444,,
4,0.7569444444444444,0.1388888888888889,,
5,0.7541666666666667,0.1625,,
6,0.7569444444444444,0.18194444444444444,,
7,0.7416666666666667,0.20555555555555555,,
8,0.7347222222222223,0.21944444444444444,,
9,0.7291666666666666,0.2361111111111111,,
10,0.7125,0.2611111111111111,,
11,0.7152777777777778,0.28055555555555556,,
12,0.6791666666666667,0.28055555555555556,,
13,0.6694444444444444,0.29305555555555557,,
14,0.6625,0.30833333333333335,,
15,0.65,0.32222222222222224,,
16,0.6416666666666667,0.33611111111111114,,
17,0.6305555555555555,0.3472222222222222,,
18,0.6166666666666667,0.35833333333333334,,
19,0.6055555555555555,0.36666666666666664,,
20,0.5902777777777778,0.37777777777777777,,
21,0.5791666666666667,0.39305555555555555,,
22,0.5638888888888889,0.39861111111111114,,
23,0.5513888888888889,0.4097222222222222,,
24,0.5347222222222222,0.42083333333333334,,
25,0.5222222222222223,0.42777777777777776,,
26,0.5097222222222222,0.4375,,
27,0.4930555555555556,0.4444444444444444,,
28,0.47638888888888886,0.45555555555555555,,
29,0.4638888888888889,0.4736111111111111,,
30,0.46805555555555556,0.49166666666666664,,
31,0.4236111111111111,0.4888888888888889,,
32,0.40694444444444444,0.5027777777777778,,
33,0.39166666666666666,0.5180555555555556,,
34,0.37916666666666665,0.5263888888888889,,
35,0.3638888888888889,0.5277777777777778,,
36,0.35138888888888886,0.5347222222222222,,
37,0.3375,0.5388888888888889,,
38,0.33055555555555555,0.55,,
39,0.32222222222222224,0.55,,
40,0.31527777777777777,0.5555555555555556,,
41,0.3055555555555556,0.55,,
42,0.3013888888888889,0.5583333333333333,,
43,0.29305555555555557,0.5597222222222222,,
