frame,index_tip_x,index_tip_y,nose_tip_x,nose_tip_y
1,0.9117647058823531,0.07216494845360832,0.0,0.0
2,0.8921568627450979,0.037800687285223455,,
3,0.872549019607843,0.020618556701031132,,
4,0.866013071895425,0.010309278350515538,,
5,0.8464052287581701,0.0,,
6,0.8464052287581701,0.0,,
7,0.8529411764705884,0.0034364261168385313,,
8,0.8627450980392158,0.006872852233677007,,
9,0.872549019607843,0.020618556701031132,,
10,0.8888888888888887,0.048109965635738994,,
11,0.8986928104575161,0.07560137457044691,,
12,0.9248366013071897,0.10996563573883178,,
13,0.9379084967320263,0.14776632302405512,,
14,0.9640522875816994,0.2096219931271479,,
15,0.9705882352941176,0.25773195876288657,,
16,0.9901960784313727,0.32302405498281794,,
17,0.9934640522875818,0.38487972508591073,,
18,0.9934640522875818,0.4467353951890034,,
19,1.0,0.49828178694158065,,
20,0.9705882352941176,0.5670103092783504,,
21,0.9509803921568628,0.6185567010309277,,
22,0.9183006535947714,0.6769759450171823,,
23,0.8692810457516341,0.7250859106529209,,
24,0.8267973856209149,0.7731958762886598,,
25,0.7712418300653595,0.8213058419243987,,
26,0.7124183006535948,0.8384879725085911,,
27,0.6470588235294118,0.9072164948453608,,
28,0.5751633986928105,0.9140893470790378,,
29,0.496732026143791,0.9553264604810995,,
30,0.48039215686274506,0.9725085910652923,,
31,0.4019607843137255,0.9656357388316154,,
32,0.3431372549019609,0.9759450171821308,,
33,0.303921568627451,0.9931271477663232,,
34,0.25816993464052296,1.0,,
35,0.22549019607843146,0.9931271477663232,,
36,0.19281045751633996,0.9896907216494847,,
37,0.169934640522876,0.9931271477663232,,
38,0.14052287581699352,0.9862542955326462,,
39,0.11111111111111116,0.9828178694158077,,
40,0.08823529411764719,0.9862542955326462,,
41,0.07189542483660138,0.9793814432989693,,
42,0.06209150326797386,0.9759450171821308,,
43,0.049019607843137414,0.9725085910652923,,
44,0.03594771241830064,0.9690721649484538,,
45,0.02941176470588236,0.9656357388316154,,
46,0.013071895424836666,0.9587628865979384,,
47,0.0,0.9587628865979384,,
48,0.0,0.9553264604810995,,
49,0.0,0.9553264604810995,,
