frame,index_tip_x,index_tip_y,nose_tip_x,nose_tip_y
1,0.9333333333333333,0.4111111111111111,0.30277777777777776,0.46944444444444444
2,0.9319444444444445,0.4125,,
3,0.9333333333333333,0.4111111111111111,,
4,0.9333333333333333,0.4111111111111111,,
5,0.9333333333333333,0.4097222222222222,,
6,0.9333333333333333,0.4097222222222222,,
7,0.9319444444444445,0.4111111111111111,,
8,0.9305555555555556,0.4152777777777778,,
9,0.9291666666666667,0.41805555555555557,,
10,0.925,0.4236111111111111,,
11,0.9222222222222223,0.42916666666666664,,
12,0.9166666666666666,0.43333333333333335,,
13,0.9125,0.4361111111111111,,
14,0.9083333333333333,0.44027777777777777,,
15,0.9041666666666667,0.4444444444444444,,
16,0.8986111111111111,0.44722222222222224,,
17,0.8930555555555556,0.45,,
18,0.8861111111111111,0.45416666666666666,,
19,0.8791666666666667,0.4583333333333333,,
20,0.8694444444444445,0.46111111111111114,,
21,0.8611111111111112,0.46944444444444444,,
22,0.85,0.4722222222222222,,
23,0.8361111111111111,0.475,,
24,0.8263888888888888,0.48055555555555557,,
25,0.8138888888888889,0.4861111111111111,,
26,0.7958333333333333,0.49027777777777776,,
27,0.7805555555555556,0.49583333333333335,,
28,0.7652777777777777,0.4986111111111111,,
29,0.7458333333333333,0.5013888888888889,,
30,0.7263888888888889,0.5041666666666667,,
31,0.7055555555555556,0.5097222222222222,,
32,0.6888888888888889,0.5138888888888888,,
33,0.6638888888888889,0.5125,,
34,0.6388888888888888,0.5111111111111111,,
35,0.6152777777777778,0.5125,,
36,0.5902777777777778,0.5111111111111111,,
37,0.5652777777777778,0.5097222222222222,,
38,0.5430555555555555,0.5083333333333333,,
39,0.5194444444444445,0.5041666666666667,,
40,0.5,0.5013888888888889,,
41,0.4847222222222222,0.5,,
42,0.4708333333333333,0.4986111111111111,,
43,0.45694444444444443,0.49583333333333335,,
44,0.44583333333333336,0.49444444444444446,,
45,0.4361111111111111,0.49444444444444446,,
46,0.4263888888888889,0.4930555555555556,,
47,0.4152777777777778,0.49027777777777776,,
48,0.40694444444444444,0.4888888888888889,,
49,0.39861111111111114,0.4875,,
50,0.39166666666666666,0.4875,,
51,0.3861111111111111,0.4861111111111111,,
52,0.3819444444444444,0.4847222222222222,,
53,0.3763888888888889,0.4847222222222222,,
54,0.3736111111111111,0.48333333333333334,,
55,0.37083333333333335,0.48194444444444445,,
56,0.3680555555555556,0.48055555555555557,,
57,0.36666666666666664,0.4791666666666667,,
58,0.3638888888888889,0.4777777777777778,,
59,0.3625,0.4777777777777778,,
60,0.3611111111111111,0.4777777777777778,,
61,0.35833333333333334,0.4777777777777778,,
62,0.35694444444444445,0.4777777777777778,,
63,0.35694444444444445,0.4791666666666667,,
64,0.35694444444444445,0.4791666666666667,,
65,0.35555555555555557,0.4791666666666667,,
66,0.35555555555555557,0.4791666666666667,,
67,0.3541666666666667,0.4777777777777778,,
68,0.3541666666666667,0.4777777777777778,,
69,0.3541666666666667,0.47638888888888886,,
