frame,index_tip_x,index_tip_y,nose_tip_x,nose_tip_y
1,0.8805555555555555,0.041666666666666664,0.35138888888888886,0.44583333333333336
2,0.8805555555555555,0.03888888888888889,,
3,0.8805555555555555,0.0375,,
4,0.8805555555555555,0.0375,,
5,0.8791666666666667,0.03888888888888889,,
6,0.8777777777777778,0.04027777777777778,,
7,0.8777777777777778,0.043055555555555555,,
8,0.8763888888888889,0.04583333333333333,,
9,0.8722222222222222,0.05277777777777778,,
10,0.8694444444444445,0.059722222222222225,,
11,0.8638888888888889,0.06805555555555555,,
12,0.8597222222222223,0.07777777777777778,,
13,0.8527777777777777,0.09166666666666666,,
14,0.8458333333333333,0.10277777777777777,,
15,0.8375,0.11666666666666667,,
16,0.8263888888888888,0.13194444444444445,,
17,0.8152777777777778,0.14722222222222223,,
18,0.8,0.16666666666666666,,
19,0.7861111111111111,0.17916666666666667,,
20,0.7694444444444445,0.19583333333333333,,
21,0.7541666666666667,0.2111111111111111,,
22,0.7375,0.2263888888888889,,
23,0.7208333333333333,0.24305555555555555,,
24,0.7055555555555556,0.25972222222222224,,
25,0.6902777777777778,0.2777777777777778,,
26,0.6722222222222223,0.29444444444444445,,
27,0.6541666666666667,0.3111111111111111,,
28,0.6375,0.3263888888888889,,
29,0.6180555555555556,0.3402777777777778,,
30,0.6013888888888889,0.3541666666666667,,
31,0.5833333333333334,0.36666666666666664,,
32,0.5652777777777778,0.3763888888888889,,
33,0.55,0.36944444444444446,,
34,0.5361111111111111,0.38472222222222224,,
35,0.5208333333333334,0.39444444444444443,,
36,0.5111111111111111,0.4027777777777778,,
37,0.5,0.40555555555555556,,
38,0.49027777777777776,0.4083333333333333,,
39,0.4791666666666667,0.4111111111111111,,
40,0.46805555555555556,0.41388888888888886,,
41,0.4583333333333333,0.3958333333333333,,
42,0.44027777777777777,0.35694444444444445,,
43,0.43194444444444446,0.3597222222222222,,
44,0.425,0.37222222222222223,,
45,0.4125,0.38333333333333336,,
46,0.40694444444444444,0.42777777777777776,,
47,0.4013888888888889,0.42777777777777776,,
48,0.3972222222222222,0.42916666666666664,,
49,0.39166666666666666,0.42777777777777776,,
50,0.3875,0.42777777777777776,,
51,0.3861111111111111,0.42777777777777776,,
52,0.38472222222222224,0.42777777777777776,,
53,0.38333333333333336,0.42916666666666664,,
54,0.3819444444444444,0.4305555555555556,,
55,0.37916666666666665,0.4305555555555556,,
56,0.37777777777777777,0.43194444444444446,,
57,0.3763888888888889,0.43194444444444446,,
58,0.375,0.43194444444444446,,
59,0.375,0.43194444444444446,,
