frame,index_tip_x,index_tip_y,nose_tip_x,nose_tip_y
1,0.6291666666666667,0.15416666666666667,0.19583333333333333,0.5805555555555556
2,0.6277777777777778,0.15416666666666667,,
3,0.6277777777777778,0.15694444444444444,,
4,0.6263888888888889,0.16111111111111112,,
5,0.6305555555555555,0.16527777777777777,,
6,0.6319444444444444,0.1736111111111111,,
7,0.6333333333333333,0.17916666666666667,,
8,0.6347222222222222,0.18611111111111112,,
9,0.6444444444444445,0.19583333333333333,,
10,0.6458333333333334,0.20416666666666666,,
11,0.6486111111111111,0.2125,,
12,0.6541666666666667,0.2222222222222222,,
13,0.6611111111111111,0.2375,,
14,0.6680555555555555,0.2513888888888889,,
15,0.6722222222222223,0.26666666666666666,,
16,0.6763888888888889,0.2847222222222222,,
17,0.6805555555555556,0.30416666666666664,,
18,0.6847222222222222,0.3236111111111111,,
19,0.6833333333333333,0.3416666666666667,,
20,0.6819444444444445,0.3625,,
21,0.6847222222222222,0.3861111111111111,,
22,0.6722222222222223,0.4041666666666667,,
23,0.6652777777777777,0.4236111111111111,,
24,0.6569444444444444,0.44305555555555554,,
25,0.6458333333333334,0.46111111111111114,,
26,0.6222222222222222,0.48055555555555557,,
27,0.6097222222222223,0.4986111111111111,,
28,0.5847222222222223,0.5152777777777777,,
29,0.5666666666666667,0.5305555555555556,,
30,0.5402777777777777,0.5486111111111112,,
31,0.5111111111111111,0.5597222222222222,,
32,0.48055555555555557,0.5666666666666667,,
33,0.46111111111111114,0.5805555555555556,,
34,0.44027777777777777,0.5805555555555556,,
35,0.4083333333333333,0.5875,,
36,0.39305555555555555,0.5888888888888889,,
37,0.375,0.5930555555555556,,
38,0.3541666666666667,0.5930555555555556,,
39,0.3375,0.5930555555555556,,
40,0.32916666666666666,0.5930555555555556,,
41,0.31666666666666665,0.5930555555555556,,
42,0.3055555555555556,0.5930555555555556,,
43,0.29444444444444445,0.5916666666666667,,
44,0.2875,0.5888888888888889,,
45,0.2791666666666667,0.5875,,
46,0.2722222222222222,0.5875,,
47,0.26666666666666666,0.5861111111111111,,
48,0.2625,0.5833333333333334,,
49,0.25833333333333336,0.5847222222222223,,
50,0.25416666666666665,0.5833333333333334,,
51,0.2513888888888889,0.5805555555555556,,
52,0.24861111111111112,0.5805555555555556,,
53,0.24583333333333332,0.5819444444444445,,
